manufacturer_Acer,manufacturer_Apple,manufacturer_Asus,manufacturer_Chuwi,manufacturer_Dell,manufacturer_Fujitsu,manufacturer_Google,manufacturer_HP,manufacturer_Huawei,manufacturer_LG,manufacturer_Lenovo,manufacturer_MSI,manufacturer_Mediacom,manufacturer_Microsoft,manufacturer_Razer,manufacturer_Samsung,manufacturer_Toshiba,manufacturer_Vero,manufacturer_Xiaomi,category_2 in 1 Convertible,category_Gaming,category_Netbook,category_Notebook,category_Ultrabook,category_Workstation,os_Android,os_Linux,os_Windows,os_chrome_os,os_mac_os,os_no_os,cpu_provider_AMD,cpu_provider_Intel,gpu_provider_AMD,gpu_provider_Intel,gpu_provider_Nvidia,screen_size,total_pixels,ram,ssd,hdd,hybrid,clock_speed,weight_kg,price
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.6,1.5,7531524.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,15.6,2073600.0,8.0,0.0,1024.0,0.0,2.7,2.2,5334310.8
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,15.6,2073600.0,4.0,256.0,0.0,0.0,2.0,2.2,4312620.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,6.0,256.0,0.0,0.0,2.4,,5130684.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,12.0,128.0,1024.0,0.0,2.8,2.62,11106108.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,15.6,2073600.0,8.0,256.0,0.0,0.0,2.7,1.91,6393348.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,15.6,2073600.0,4.0,0.0,500.0,0.0,1.5,2.1,3103308.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,15.6,2073600.0,8.0,0.0,1024.0,0.0,1.6,2.2,5753124.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,13.3,2073600.0,8.0,256.0,0.0,0.0,2.7,1.38,9950148.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.5,3393024.0,8.0,256.0,0.0,0.0,2.5,1.25,11915280.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,14.0,2073600.0,6.0,256.0,0.0,0.0,2.5,1.58,5859828.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,2073600.0,4.0,0.0,1024.0,0.0,2.0,1.85,3689290.8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,14.0,2073600.0,8.0,256.0,0.0,0.0,2.7,1.3,10608156.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,16.0,256.0,1024.0,0.0,2.8,2.2,11550708.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,8.0,256.0,0.0,0.0,2.7,1.58,13160160.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,16.0,256.0,1024.0,0.0,1.8,1.5,11221704.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.3,5760000.0,8.0,256.0,0.0,0.0,2.4,1.23,12262068.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,2.5,1.37,12439908.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,1049088.0,4.0,0.0,500.0,0.0,1.6,1.63,6420024.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.6,1.21,14485068.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.6,1.26,12439819.08
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,8.0,512.0,0.0,0.0,1.8,1.63,9638928.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,8.0,256.0,1024.0,0.0,1.8,2.16,10050894.36
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,4.0,0.0,1024.0,0.0,2.0,,5015088.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,8.0,256.0,0.0,0.0,1.8,1.7,9941256.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,2073600.0,6.0,0.0,1024.0,0.0,2.4,2.1,4259268.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,16.0,256.0,2048.0,0.0,2.8,1.8,19931418.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,15.6,2073600.0,8.0,256.0,0.0,0.0,2.5,2.2,5593068.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,16.0,512.0,0.0,0.0,1.8,2.5,11301732.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,15.6,1049088.0,4.0,256.0,0.0,0.0,3.0,2.1,4010292.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,15.6,1049088.0,4.0,0.0,500.0,0.0,1.6,1.86,2303028.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,8.0,0.0,1024.0,0.0,1.6,1.63,7220304.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,14.0,1049088.0,4.0,64.0,0.0,0.0,1.5,1.65,2471887.08
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,17.3,2073600.0,16.0,256.0,2048.0,0.0,1.8,2.8,12413232.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,17.3,2073600.0,8.0,256.0,0.0,0.0,1.6,2.5,8251776.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,15.6,1049088.0,8.0,0.0,1024.0,0.0,2.5,2.36,5681899.08
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,15.6,2073600.0,4.0,0.0,1024.0,0.0,2.0,2.2,3992508.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,8.0,256.0,0.0,0.0,1.8,1.6,7860528.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,4.0,256.0,0.0,0.0,2.7,2.2,5086224.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,8.0,0.0,1024.0,0.0,2.7,2.05,5317416.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,8.0,256.0,0.0,0.0,1.8,1.63,8785296.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,15.6,1049088.0,4.0,0.0,1024.0,0.0,1.1,1.9,2243985.12
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,8.0,128.0,1024.0,0.0,2.5,,8340696.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,15.6,2073600.0,4.0,0.0,1024.0,0.0,2.5,2.2,4437108.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,4.0,256.0,0.0,0.0,2.5,1.32,6215508.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,4.0,0.0,1024.0,0.0,2.7,,5824260.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,14.0,2073600.0,8.0,256.0,0.0,0.0,1.6,1.75,9923649.84
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,15.6,2073600.0,8.0,256.0,0.0,0.0,2.8,2.4,7727148.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,0.0,500.0,0.0,2.3,2.1,5352984.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,15.6,1049088.0,4.0,256.0,0.0,0.0,2.5,1.86,3281148.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,8.0,256.0,0.0,0.0,1.8,1.25,9772308.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,12.5,8294400.0,8.0,512.0,0.0,0.0,1.2,0.97,17908488.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,2073600.0,4.0,0.0,1024.0,0.0,1.1,,3058848.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,16.0,256.0,1024.0,0.0,2.8,2.9,18041868.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,0.0,1024.0,0.0,2.0,2.1,3974724.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,16.0,512.0,0.0,0.0,2.8,2.56,11108419.92
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,8.0,0.0,0.0,1024.0,2.8,2.62,7993908.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,128.0,0.0,0.0,2.5,1.9,4428216.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,16.0,256.0,1024.0,0.0,2.8,2.8,16805880.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,4.0,256.0,0.0,0.0,2.7,1.48,9621144.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,15.6,2073600.0,6.0,256.0,0.0,0.0,1.6,1.91,5504148.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,4.0,256.0,0.0,0.0,2.4,1.74,5593068.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.6,1.1,11692980.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,2073600.0,8.0,256.0,0.0,0.0,1.8,1.56,9327708.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,0.0,500.0,0.0,2.2,2.1,3974724.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,15.6,1049088.0,4.0,0.0,1024.0,0.0,3.0,2.03,3583476.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,4.0,256.0,0.0,0.0,1.6,,7158060.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,15.6,2073600.0,8.0,256.0,0.0,0.0,1.6,2.13,6473376.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,16.0,256.0,0.0,0.0,2.8,2.5,9594468.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,0.0,1024.0,0.0,1.1,2.1,3094416.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,16.0,256.0,1024.0,0.0,2.8,2.4,15996708.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,0.0,1024.0,0.0,1.1,2.1,3232330.92
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,8.0,128.0,1024.0,0.0,2.8,2.56,9429877.08
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,8.0,256.0,0.0,0.0,1.6,,7593768.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,4.0,0.0,500.0,0.0,1.6,1.49,6704568.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.0,3110400.0,8.0,256.0,0.0,0.0,2.5,1.05,11995308.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,17.3,2073600.0,6.0,0.0,2048.0,0.0,2.5,2.71,6215508.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,15.6,1049088.0,4.0,0.0,500.0,0.0,2.9,2.2,2747628.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,0.0,500.0,0.0,2.4,,4348188.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,8.0,256.0,0.0,0.0,1.6,2.5,8207316.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,8.0,0.0,1024.0,0.0,2.4,2.3,4081428.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,128.0,0.0,0.0,2.0,2.1,3992508.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,18.4,2073600.0,32.0,512.0,1024.0,0.0,2.9,4.4,24888708.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,15.6,2073600.0,8.0,128.0,1024.0,0.0,2.5,1.9,7229196.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,8294400.0,8.0,256.0,0.0,0.0,1.6,1.29,13329108.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,15.6,2073600.0,16.0,256.0,2048.0,0.0,1.8,2.02,9327708.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.6,1.23,12439908.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13.9,8294400.0,16.0,512.0,0.0,0.0,1.8,1.4,16441308.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,8.0,128.0,0.0,0.0,2.5,2.0,7051356.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,15.6,2073600.0,8.0,256.0,0.0,0.0,1.6,1.95,10661508.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,16.0,512.0,0.0,0.0,1.8,2.77,13773708.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,8294400.0,16.0,512.0,0.0,0.0,2.8,2.06,21314124.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,15.6,2073600.0,8.0,256.0,0.0,0.0,2.5,2.4,6926868.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.2,1.12,8794188.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,17.3,2073600.0,8.0,128.0,1024.0,0.0,1.8,2.8,9647820.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,3686400.0,16.0,1024.0,0.0,0.0,2.7,1.42,25111008.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,14.0,2073600.0,4.0,0.0,0.0,32.0,1.1,1.3,2311920.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,13.3,2073600.0,8.0,256.0,0.0,0.0,2.5,1.3,8891110.8
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,17.3,1440000.0,8.0,256.0,0.0,0.0,1.6,2.8,6206616.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,0.0,1024.0,0.0,1.8,1.62,7460388.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,8.0,0.0,1024.0,0.0,1.6,2.5,8127288.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,8294400.0,32.0,1024.0,0.0,0.0,2.9,3.49,54232308.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,512.0,0.0,0.0,1.6,1.49,8527428.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,16.0,256.0,1024.0,0.0,2.8,3.35,12262068.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,8.0,256.0,0.0,0.0,1.8,2.5,9292140.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,8294400.0,16.0,512.0,1024.0,0.0,2.8,2.65,16405740.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,4.0,128.0,0.0,0.0,2.3,2.1,4383756.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,8.0,0.0,1024.0,0.0,2.7,2.23,6597864.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.6,2073600.0,16.0,512.0,1024.0,0.0,2.8,3.2,15552108.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,15.6,8294400.0,16.0,256.0,1024.0,0.0,3.0,2.8,27165060.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,15.6,2073600.0,16.0,512.0,0.0,0.0,2.8,2.4,12431016.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,6.0,0.0,1024.0,0.0,2.4,2.3,3903588.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.3,8294400.0,8.0,256.0,0.0,0.0,1.8,1.21,17330508.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.8,1.2,12884508.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15.6,1049088.0,8.0,256.0,0.0,0.0,2.5,2.2,5308524.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,15.6,2073600.0,8.0,0.0,1024.0,0.0,2.8,2.4,6926868.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17.3,2073600.0,16.0,256.0,1024.0,0.0,2.8,2.9,12511044.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,15.6,2073600.0,4.0,0.0,500.0,0.0,2.0,2.1,3103308.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,15.6,2073600.0,8.0,256.0,0.0,0.0,2.5,2.2,4881708.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,13.0,3110400.0,8.0,512.0,0.0,0.0,2.7,1.05,13329108.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,13.3,2073600.0,8.0,256.0,0.0,0.0,1.8,1.4,8286276.96
